id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
27263,15742229,Vorobyova,664,France,Female,59.0,9,114519.57,2,1,0,79222.02,1
60830,15692575,Rishel,738,Spain,Male,38.0,6,120782.7,1,0,1,181208.47,0
48168,15684440,Monaldo,575,Germany,Male,32.0,2,98986.28,1,1,1,55867.38,0
162128,15633229,Onyemauchechukwu,763,Germany,Male,43.0,3,129205.31,2,0,0,103679.32,0
53557,15707551,Shih,694,France,Male,35.0,6,0.0,1,1,0,60552.53,0
75013,15574169,Butusov,635,France,Female,31.0,7,0.0,2,0,1,63908.86,0
49970,15794939,Robson,765,France,Male,35.0,9,0.0,2,1,1,45978.39,0
105314,15671293,Holden,683,France,Female,39.0,2,0.0,2,0,0,10023.15,0
13281,15743828,Stevens,557,France,Male,30.0,9,0.0,2,1,1,57850.1,0
160360,15700693,Tu,682,France,Male,68.0,2,0.0,1,1,1,59864.96,0
141737,15736327,Manna,727,Germany,Female,48.0,6,106942.08,1,0,1,44273.91,1
45576,15650086,Okwukwe,775,Germany,Female,58.0,2,98897.54,1,1,1,1528.5,1
104739,15576676,Chinwenma,711,Germany,Female,40.0,2,121030.9,1,1,0,18082.06,1
24418,15658067,Nnamutaezinwa,822,Spain,Female,33.0,2,0.0,1,1,1,161473.06,0
108799,15806926,Degtyaryov,592,Germany,Male,45.0,7,137851.31,1,0,1,150266.81,0
122295,15590966,Tsao,558,Spain,Female,47.0,4,0.0,1,1,1,62813.54,1
118668,15579820,Fang,729,France,Male,34.0,10,129855.32,1,0,0,176783.42,0
59233,15657105,Chukwualuka,558,Spain,Male,32.0,2,0.0,1,1,1,195192.4,0
43157,15807568,Chiemenam,717,Germany,Female,40.0,7,137657.27,1,1,0,51452.09,0
130029,15778899,McIntyre,642,Germany,Female,24.0,5,101739.8,2,1,0,54113.91,1
49013,15706585,O'Donnell,563,France,Female,40.0,5,0.0,2,1,0,172096.08,1
66240,15756610,Liao,648,Spain,Male,41.0,5,107586.49,2,1,1,112202.64,0
108477,15785975,Mason,525,Spain,Male,60.0,8,0.0,2,0,0,168034.9,0
61560,15804797,Edwards,646,France,Female,37.0,5,0.0,1,0,0,178705.45,1
127692,15773869,Uchenna,652,France,Male,33.0,0,0.0,2,1,1,76515.79,0
57354,15812197,Kline,850,France,Male,40.0,7,80293.98,1,0,0,126555.74,0
105358,15624341,Zikoranaudodimma,713,Spain,Female,33.0,3,70541.05,1,0,1,199255.35,0
77847,15777076,Shih,611,France,Female,30.0,4,0.0,2,0,1,173486.39,0
98715,15748691,Hsing,609,France,Male,38.0,0,118100.59,1,1,0,4441.54,0
71364,15631868,Bitter,469,France,Male,37.0,2,0.0,2,1,0,100637.04,0
76705,15724296,Ts'ui,582,Spain,Male,43.0,8,0.0,1,1,1,175836.06,0
117619,15682454,H?,681,Spain,Female,49.0,4,146779.07,1,1,1,147523.01,0
134291,15591248,Chukwumaobim,628,Spain,Female,43.0,9,71996.09,1,1,1,34857.46,0
98060,15691875,Tsou,713,Germany,Male,39.0,5,114491.82,1,1,0,99689.48,0
94875,15681075,Chukwualuka,649,Spain,Male,58.0,5,0.0,1,1,1,706.5,0
50796,15780215,T'ien,652,France,Female,31.0,9,91562.64,1,1,1,54869.79,0
135129,15693364,Nwokezuike,646,France,Male,45.0,3,0.0,2,1,1,164038.8,0
24304,15591344,Lucchese,624,Spain,Female,20.0,2,126476.75,1,1,1,80178.49,0
3521,15678916,Hsing,753,France,Male,43.0,9,0.0,2,1,0,106864.62,0
72637,15652626,Ts'ai,679,Spain,Male,44.0,10,0.0,1,1,0,159893.4,1
52547,15651955,Hanson,603,France,Male,31.0,6,0.0,1,1,1,9607.1,1
18094,15752838,Coffman,652,Germany,Male,50.0,9,119152.1,2,1,0,54560.79,0
108969,15684820,Nkemakolam,586,Spain,Female,34.0,6,147249.22,1,1,1,154843.4,1
27165,15806913,Chidiebere,699,Germany,Female,40.0,1,111257.59,1,1,0,49848.86,1
139683,15759733,Onwuamaeze,705,France,Female,35.0,5,0.0,2,0,1,175324.74,0
52502,15702060,Pirozzi,613,Germany,Male,42.0,1,125827.71,2,0,0,116886.85,0
118370,15781409,Mazzi,705,France,Female,33.0,4,0.0,1,0,0,72757.33,0
139889,15739174,Chidubem,553,France,Male,66.0,6,0.0,2,1,1,91829.28,0
88558,15623277,Ross,696,Spain,Female,30.0,8,0.0,2,1,0,196134.44,0
111392,15687310,Hsia,628,France,Male,51.0,1,0.0,2,1,1,117622.8,0
32775,15708713,Hsia,727,France,Male,36.0,8,123871.18,1,1,0,8982.78,0
148307,15571281,Onyekachi,582,France,Female,26.0,6,0.0,1,1,0,114092.72,0
64460,15642468,Onyekachukwu,692,Spain,Female,43.0,6,0.0,2,1,1,135008.92,0
149100,15749799,Pisani,577,France,Female,34.0,1,0.0,2,1,1,84033.35,0
92148,15690743,Houghton,676,France,Male,46.0,7,82276.13,1,1,0,24981.72,0
162778,15606712,O'Brien,714,France,Male,29.0,8,0.0,1,1,1,176712.44,0
133147,15807473,Morehead,553,France,Male,38.0,1,0.0,2,1,1,95153.24,0
123779,15771535,Trevisano,706,Spain,Male,40.0,1,85845.43,1,1,0,125553.83,0
70324,15572751,Obialo,635,France,Female,34.0,5,0.0,2,1,0,93844.54,0
131673,15683526,Toscani,754,Germany,Male,58.0,4,111085.65,1,1,1,78700.72,1
16874,15743538,T'ien,519,France,Male,22.0,1,0.0,2,0,1,113557.7,0
109091,15573888,Ponomaryov,558,Germany,Female,52.0,1,107963.38,1,0,0,186438.86,1
119510,15655227,Zetticci,645,France,Male,33.0,9,0.0,2,1,0,143397.94,1
145986,15717307,Fries,611,Spain,Female,37.0,8,0.0,2,1,0,26136.28,0
54123,15767231,Ogochukwu,595,France,Female,41.0,8,0.0,2,1,0,152956.33,0
55457,15570417,Chien,695,France,Male,36.0,1,0.0,2,0,0,4460.2,0
70196,15771728,Mackenzie,580,Germany,Female,42.0,3,104682.83,3,1,0,5353.12,1
54559,15667934,Milano,758,Spain,Male,57.0,7,129735.3,1,1,1,141175.66,0
3742,15773421,Chiu,521,France,Female,54.0,9,0.0,1,1,0,75578.67,1
36873,15681928,Clements,676,France,Female,34.0,6,0.0,2,1,0,176843.53,0
84960,15731815,Nepean,529,Germany,Male,63.0,4,96134.11,3,1,0,108732.96,1
134764,15704899,Zito,762,France,Female,19.0,5,0.0,2,0,0,113050.94,0
159490,15694860,Uspensky,716,France,Female,38.0,6,68065.8,2,0,1,138777.0,0
31647,15670668,Nwachukwu,648,France,Male,33.0,3,0.0,2,1,0,135067.02,0
132415,15675185,Zaytseva,719,France,Male,22.0,7,0.0,2,1,0,83343.73,0
147464,15669169,Ts'ao,628,France,Female,59.0,1,103907.28,1,1,0,179144.54,1
85072,15809137,Ch'in,449,France,Male,26.0,10,0.0,1,0,1,172031.22,1
136334,15643438,P'eng,641,France,Male,45.0,1,0.0,2,1,0,32607.77,0
119817,15576683,Teng,717,Spain,Male,36.0,2,0.0,2,1,0,170853.76,0
130987,15807906,Fanucci,691,France,Male,46.0,2,0.0,1,1,0,122222.66,1
85563,15758531,Hs?eh,671,Spain,Male,40.0,10,0.0,2,1,1,116971.19,0
64984,15657085,Zito,667,Germany,Female,34.0,8,121063.8,1,1,0,57213.46,0
132378,15648967,Ch'iu,612,Spain,Female,64.0,1,169362.43,1,1,0,84760.7,1
55412,15628972,Nebeolisa,699,Germany,Male,32.0,3,123906.22,2,1,1,127443.82,0
40967,15681554,Lombardo,705,France,Male,38.0,8,0.0,2,0,0,187985.55,0
145740,15697480,Johnson,695,Spain,Male,30.0,3,0.0,2,0,1,50679.48,0
77879,15781975,Tien,507,Spain,Female,43.0,7,0.0,2,0,1,59354.24,0
49714,15636407,Hs?,705,France,Male,47.0,5,0.0,1,1,0,61811.1,1
69334,15715079,Bold,465,France,Male,29.0,9,117221.15,1,1,0,168280.95,1
44165,15592815,Genovese,594,Germany,Male,36.0,8,126679.51,2,1,0,143854.94,0
24823,15659937,Chidiebere,709,France,Female,60.0,1,85845.43,2,1,1,131281.28,1
152806,15797723,Hs?,697,Spain,Female,35.0,4,0.0,2,1,1,105818.28,0
80055,15627999,Kung,652,Spain,Male,38.0,4,0.0,1,1,0,83263.06,1
46357,15679801,Hsueh,850,Spain,Female,37.0,5,163097.55,2,1,1,23702.42,0
141812,15584523,Okwudilichukwu,679,France,Female,41.0,7,163572.27,1,0,0,107499.15,1
33810,15605341,Yao,776,France,Male,38.0,2,104349.45,1,0,0,79503.05,0
106954,15581198,Jenkins,668,Germany,Female,39.0,0,122104.79,1,1,0,112946.67,0
160062,15653893,Biryukova,757,France,Male,64.0,4,119315.01,1,1,1,95943.55,0
133252,15593359,Mazzi,724,France,Female,46.0,2,0.0,2,1,1,127961.19,0
75571,15763809,Fanucci,584,France,Female,29.0,8,0.0,2,1,1,171099.54,0
53843,15705765,Lane,607,Spain,Male,46.0,10,0.0,2,1,0,104272.04,0
134012,15603764,Nwankwo,589,France,Male,40.0,9,0.0,1,1,1,171657.57,0
58153,15618391,Maclean,684,France,Female,37.0,4,0.0,2,0,1,171045.31,0
1261,15684958,Ferrari,591,Spain,Male,28.0,5,0.0,2,1,1,48382.4,0
6096,15697588,Hsia,579,France,Female,44.0,2,0.0,1,1,1,162478.01,0
43225,15660200,Ho,769,France,Male,31.0,1,0.0,2,0,1,185105.44,0
64635,15592078,Douglas,642,Spain,Male,39.0,6,116662.96,2,0,1,142917.54,0
78862,15651664,Wilder,615,France,Female,56.0,1,104267.7,1,1,0,62845.64,1
49872,15662063,Nwabugwu,705,Spain,Male,35.0,2,0.0,2,1,0,62688.55,0
90087,15596405,Udinese,546,Spain,Male,25.0,2,127728.24,2,1,1,105279.74,0
117801,15692926,Hsing,742,Germany,Male,37.0,1,152076.93,2,1,0,121840.2,0
158740,15693205,Powell,634,Spain,Female,38.0,8,0.0,2,1,0,119882.7,0
63603,15583592,Yermakov,839,France,Male,37.0,8,147539.97,2,1,1,47795.43,0
15079,15785782,Chien,622,Germany,Female,44.0,3,123544.0,1,1,1,125962.02,1
70339,15595037,Ejimofor,529,France,Male,30.0,4,0.0,2,1,1,56793.47,0
98555,15790596,Chiekwugo,615,Germany,Male,32.0,1,152880.56,1,1,1,51705.51,0
163915,15604138,Iheanacho,710,Spain,Male,34.0,5,0.0,2,0,0,174189.04,0
53110,15809837,Chukwufumnanya,649,Germany,Male,38.0,5,138547.9,1,0,0,171922.72,1
72946,15642726,Chukwuemeka,807,Spain,Male,35.0,9,0.0,2,1,0,91406.62,0
13289,15757811,Iheanacho,545,Spain,Male,40.0,0,152392.61,1,1,0,46730.03,0
118683,15780056,Reid,660,France,Male,33.0,7,0.0,1,1,0,29664.45,0
43356,15641319,Mazzi,762,Spain,Male,31.0,3,0.0,2,1,1,157862.82,0
99512,15690540,Milne,683,France,Female,34.0,9,134984.66,1,1,0,126838.7,0
298,15704770,Chin,520,Spain,Male,33.0,3,0.0,2,1,1,147545.65,0
62321,15662232,P'eng,850,France,Female,34.0,3,0.0,2,1,1,104469.06,0
112751,15757911,Udegbulam,703,Spain,Female,32.0,5,0.0,1,1,0,171922.92,1
75824,15812241,Cattaneo,656,France,Male,39.0,7,127197.14,2,1,0,51565.98,0
96157,15668767,Chukwumaobim,598,France,Female,35.0,6,148042.97,2,1,1,143980.28,0
103747,15776936,Whitworth,642,France,Male,40.0,6,0.0,2,1,1,107665.02,0
94291,15593671,Ts'ai,602,Spain,Male,33.0,2,150142.68,1,1,1,122547.03,0
114220,15772381,Ku,594,France,Female,45.0,9,0.0,1,0,1,140941.47,1
9276,15673223,Hou,626,France,Male,39.0,10,0.0,2,0,0,164287.86,0
143114,15613673,Chin,652,Spain,Male,37.0,7,135070.58,2,0,1,105618.14,0
66926,15746341,Koehler,669,Germany,Female,50.0,6,109824.69,1,1,0,164054.18,1
117218,15674880,Iadanza,627,Spain,Male,30.0,2,0.0,2,0,0,160532.88,0
68672,15815097,Root,446,France,Female,34.0,2,0.0,1,1,0,169719.35,0
69664,15775104,Nucci,553,France,Female,48.0,7,0.0,1,1,0,86043.27,1
132297,15607634,Cobb,606,Germany,Male,40.0,5,95293.86,1,1,0,96985.58,0
80671,15676958,Cone,850,France,Male,36.0,7,85660.96,1,0,0,134778.01,0
39721,15758775,Doyle,439,France,Female,33.0,5,0.0,1,1,1,80575.44,0
87093,15686957,Fiorentini,561,Germany,Male,45.0,4,97700.02,1,0,0,171099.28,1
12932,15610903,Chukwudi,560,Spain,Male,33.0,5,125341.69,2,1,0,79547.39,0
35649,15726776,Walker,597,Spain,Female,33.0,5,0.0,2,0,0,163587.11,0
106306,15762268,Hancock,749,France,Female,50.0,10,141162.08,1,0,1,50908.48,0
16115,15588859,Scott,730,France,Male,34.0,9,142678.07,1,0,1,87878.15,0
35963,15664521,Li Fonti,563,France,Male,37.0,7,113034.88,1,1,1,162788.01,0
117097,15759038,Marino,712,Germany,Female,56.0,10,138597.54,2,1,1,142492.04,0
114443,15669994,P'eng,485,France,Male,42.0,2,0.0,2,0,0,183542.08,0
84676,15611171,Hsia,741,France,Male,52.0,7,0.0,2,1,1,167873.49,0
65803,15779423,Austin,674,France,Female,38.0,2,91902.56,2,1,1,184748.23,1
160437,15596713,Efremov,521,France,Male,38.0,7,0.0,2,0,1,88659.07,0
81076,15606601,Rishel,561,France,Female,22.0,6,186788.96,3,1,0,73286.8,1
114646,15638989,Lettiere,711,Spain,Female,49.0,6,0.0,1,1,1,80496.71,0
43443,15779064,Chidiegwu,677,France,Male,40.0,2,0.0,2,1,1,20092.89,0
69851,15667896,Ts'ui,727,Spain,Female,34.0,5,128410.71,2,1,1,67826.18,0
26822,15754926,Lucchesi,771,France,Female,30.0,9,0.0,2,1,0,88827.31,0
76175,15762902,Chukwuemeka,736,Germany,Male,37.0,5,133616.38,2,1,1,149170.25,0
65877,15609997,Chienezie,573,Germany,Male,40.0,1,142412.13,1,0,1,138051.19,0
49133,15686977,Mazzanti,713,France,Male,49.0,9,0.0,2,0,1,82820.9,0
130776,15766288,Diggs,677,Germany,Male,37.0,2,121571.11,1,1,1,86310.4,0
49880,15732430,Ritchie,732,Spain,Male,39.0,1,0.0,2,1,1,120830.73,0
44496,15578073,Martin,535,Spain,Female,53.0,3,134760.21,1,1,1,117323.31,1
83539,15621267,Ejimofor,637,France,Male,32.0,1,0.0,1,0,1,148769.08,0
112410,15653147,Boyle,594,France,Male,35.0,2,133853.27,1,0,1,65361.66,0
65175,15586517,Maclean,634,France,Female,41.0,8,0.0,2,1,0,164916.57,0
149615,15702601,O'Brien,653,France,Male,32.0,6,0.0,1,1,1,64420.5,0
15758,15733119,Fyodorov,715,France,Male,27.0,7,0.0,2,0,1,94790.34,0
35390,15573319,Ugorji,687,Spain,Male,35.0,8,0.0,2,1,1,125909.85,0
32625,15802570,Onyemauchechi,717,Spain,Female,37.0,3,116537.2,1,0,0,25161.61,0
155168,15597131,Chidubem,802,France,Male,32.0,1,145807.59,2,1,1,3064.65,0
72912,15598894,Tuan,634,France,Male,31.0,10,0.0,1,1,0,142937.83,0
52490,15777614,Webb,577,France,Female,33.0,8,0.0,2,1,1,82614.89,0
40735,15589323,Trevisano,558,France,Male,34.0,10,0.0,1,1,0,49503.54,1
114431,15654222,Ogg,757,Spain,Female,30.0,2,0.0,1,0,1,198341.15,0
102021,15641359,Ts'ui,839,Spain,Female,35.0,4,0.0,1,1,1,143882.25,1
157271,15581733,Huddart,752,France,Female,35.0,2,0.0,2,1,0,98660.38,0
53635,15807889,Ts'ao,664,France,Male,34.0,5,0.0,1,1,1,66462.79,0
14597,15707479,Fan,664,France,Male,50.0,7,125608.72,1,1,0,122073.48,0
108147,15615016,Ho,538,France,Female,64.0,2,0.0,2,1,1,13181.37,0
4250,15663168,MacDonald,665,France,Male,35.0,6,110934.54,1,1,0,169287.99,0
124499,15693826,Ch'en,718,France,Male,71.0,6,131345.44,1,1,0,84469.25,0
59912,15649430,Trevisano,693,Germany,Female,37.0,6,135650.89,1,1,0,147715.83,0
158252,15784092,Chukwukere,594,France,Male,31.0,4,123656.32,1,1,1,54272.06,0
51120,15669946,Chukwualuka,729,France,Male,36.0,5,107805.5,1,1,1,168032.32,0
141366,15584899,Macdonald,711,Spain,Female,43.0,8,0.0,2,1,1,19231.98,0
142260,15794495,Chiawuotu,584,Germany,Male,37.0,8,108881.79,1,1,0,102627.49,0
105541,15798028,Chukwudi,732,France,Female,39.0,7,0.0,2,1,0,10078.02,0
135993,15604832,Groom,683,France,Male,43.0,3,0.0,1,1,1,147700.86,1
147377,15741180,De Luca,681,Spain,Female,29.0,1,161889.79,1,1,0,147553.07,0
3727,15668575,Okwudilichukwu,645,France,Male,24.0,4,0.0,1,1,1,162683.06,0
6208,15673371,Chukwualuka,594,Spain,Male,31.0,8,126837.84,1,1,1,164928.98,0
108266,15737748,Matveyeva,645,France,Female,49.0,1,0.0,2,0,1,170968.99,0
80465,15746203,Hsueh,642,France,Male,30.0,8,0.0,2,1,1,87400.48,0
60626,15569248,Uchenna,790,France,Male,59.0,10,0.0,1,1,1,82996.47,0
68559,15614834,Long,619,France,Female,46.0,3,0.0,1,1,0,61531.86,0
26581,15576044,Nweke,704,Germany,Female,37.0,1,135120.58,2,1,1,154870.28,0
87271,15793825,Ch'ang,676,Germany,Female,43.0,10,123956.55,1,1,0,127939.17,1
15215,15747808,Hsia,719,France,Male,33.0,7,115545.24,1,0,1,94714.81,0
66716,15700223,Nwokeocha,773,France,Female,50.0,5,91291.1,1,0,1,91561.58,1
51016,15690829,Chibuzo,775,France,Male,52.0,8,152876.88,1,1,1,170819.58,0
12359,15662976,Biryukov,570,France,Female,32.0,9,97786.07,2,1,0,64436.16,0
152895,15790822,Yost,703,Germany,Female,53.0,3,81732.94,2,0,1,85801.68,0
56576,15605835,Baranov,474,France,Male,21.0,6,0.0,2,1,0,141763.26,0
162055,15704763,Milne,644,France,Female,46.0,5,73494.21,1,1,0,138350.74,1
118801,15765300,Genovese,543,Germany,Male,35.0,6,145623.36,1,0,0,62389.35,1
142087,15794345,Ma,706,Spain,Male,38.0,8,0.0,1,1,0,46635.11,1
107757,15789480,T'ang,562,France,Male,39.0,3,0.0,2,1,1,140869.78,0
49705,15693205,Peng,691,Germany,Male,41.0,8,109153.96,3,1,1,148848.76,1
124088,15737814,Lo,622,France,Male,41.0,7,127087.06,1,1,0,102402.91,0
108971,15690733,Trevisani,559,France,Female,40.0,1,102088.68,1,1,0,142516.28,1
100323,15576714,Moore,545,France,Female,46.0,5,0.0,1,1,1,137565.76,0
163189,15776467,Black,645,France,Female,34.0,7,0.0,2,1,1,159830.58,0
28137,15632272,Iloerika,598,Spain,Male,31.0,3,104631.67,1,1,0,89935.73,0
8027,15792650,Bergamaschi,543,Germany,Male,33.0,5,121206.86,1,1,1,85578.67,0
162997,15781323,Liao,583,Spain,Female,37.0,2,0.0,2,0,0,120852.12,0
129837,15811773,Hargreaves,610,France,Male,34.0,2,0.0,1,1,1,121409.0,0
151438,15566292,Onyekachi,622,Spain,Female,50.0,9,0.0,1,1,1,151902.02,1
20972,15648735,Sinclair,699,France,Male,32.0,3,0.0,2,1,0,108665.89,0
466,15770225,Calabresi,762,Spain,Male,41.0,7,0.0,2,0,1,93738.54,0
89216,15723320,Onyemauchechukwu,577,Germany,Female,34.0,1,135842.89,1,1,0,110273.84,0
9760,15671087,Lettiere,683,France,Female,60.0,7,0.0,1,1,1,73857.94,1
56821,15779915,Martin,712,France,Female,48.0,2,0.0,1,1,0,164741.5,1
82691,15688951,Stoneman,679,France,Male,41.0,2,0.0,2,0,1,127528.84,0
27336,15623791,Padovesi,443,France,Male,44.0,8,0.0,1,1,0,64833.28,1
106148,15743545,Lucchesi,671,France,Male,40.0,5,0.0,2,1,1,120892.65,1
145169,15783875,Onyemauchechukwu,730,Germany,Male,34.0,7,122334.26,1,1,0,87067.73,0
157185,15569976,Woronoff,754,France,Male,65.0,1,0.0,2,1,1,121529.59,0
114263,15768095,Yeh,579,France,Male,41.0,9,0.0,1,1,0,139048.0,0
96689,15700946,K'ung,797,France,Female,53.0,2,138053.67,1,1,1,114565.35,0
109684,15583548,Yobachi,662,France,Male,32.0,7,0.0,2,0,1,91562.74,0
123716,15813655,Efremov,685,France,Female,36.0,9,0.0,1,1,0,141890.41,0
25731,15641158,P'eng,659,France,Male,41.0,6,0.0,1,1,1,148811.14,0
44861,15760216,Pokrovskaya,718,France,Male,49.0,10,0.0,1,1,0,184474.72,1
109485,15801351,Y?,756,Spain,Female,39.0,1,142876.98,2,1,0,44363.42,1
111553,15752915,Hsueh,588,France,Male,42.0,5,0.0,2,1,1,181270.84,0
2167,15734565,Macleod,648,France,Male,29.0,5,0.0,1,1,1,138700.94,0
65486,15680597,Nnanna,683,Germany,Male,45.0,7,71283.09,1,0,1,37147.61,0
82645,15784788,Chu,687,France,Male,47.0,2,148045.59,1,1,1,142223.67,0
31853,15775307,Fries,595,France,Female,31.0,9,0.0,1,0,1,152797.15,0
18956,15681026,Lucciano,795,France,Female,33.0,9,104552.72,2,1,0,120853.83,1
32785,15647838,Su,646,France,Male,38.0,3,137654.05,1,1,1,123697.95,1
152977,15750545,Chidiebere,657,Germany,Female,32.0,5,77065.9,2,1,0,7156.09,0
159888,15642937,Chiang,637,Germany,Female,38.0,9,140576.11,1,1,1,54474.48,0
112248,15660679,Fleming,569,Spain,Male,39.0,8,119912.46,1,1,0,124354.92,0
17253,15791958,Houghton,725,Germany,Female,48.0,6,132571.67,1,1,0,177747.03,1
158786,15660475,Ndubueze,411,France,Female,54.0,2,0.0,1,0,1,76621.49,0
12615,15581550,Ngozichukwuka,594,France,Female,47.0,8,0.0,1,1,1,145338.61,1
35375,15585853,McCardle,743,Spain,Male,41.0,7,0.0,1,1,1,163736.09,0
131727,15661349,Lai,629,Spain,Female,34.0,7,0.0,2,1,0,106973.02,0
34853,15621267,Onio,709,Spain,Male,44.0,2,0.0,2,1,0,83022.92,0
63555,15806913,Bishop,670,France,Female,54.0,2,95507.12,2,1,1,63213.31,0
81627,15667984,Calabresi,719,France,Female,35.0,5,131834.82,1,1,0,156937.0,0
74005,15800736,Kao,850,France,Female,35.0,4,96763.89,1,1,1,199242.65,0
125142,15591130,Iqbal,694,France,Male,33.0,2,0.0,2,1,0,11710.4,0
1879,15585837,T'ang,675,France,Female,35.0,4,0.0,2,1,0,96660.4,0
86237,15661007,Chiang,660,Germany,Male,33.0,0,72783.42,1,0,0,181051.99,1
43254,15809800,Kao,678,Spain,Male,45.0,5,0.0,1,1,0,84564.79,1
31813,15692599,Teng,663,Spain,Male,38.0,2,0.0,2,1,1,113645.4,0
69012,15777907,Beatham,705,France,Female,33.0,3,0.0,1,1,0,144413.92,1
27703,15765461,Ho,710,France,Male,36.0,6,0.0,2,1,0,82996.47,0
115078,15761047,H?,629,France,Female,35.0,8,160997.54,2,1,0,64831.36,0
137970,15679770,Hs?,558,France,Female,52.0,1,0.0,1,1,0,69052.87,1
97865,15747043,Hu,650,Germany,Female,31.0,2,114330.95,2,0,1,25325.07,0
16968,15782456,Odili,661,France,Female,46.0,9,0.0,2,1,0,193021.49,0
118708,15624343,T'ang,675,Spain,Male,33.0,8,0.0,2,0,1,137519.39,0
90661,15658929,Ch'iu,657,France,Male,36.0,9,138232.19,2,1,1,177024.94,0
94103,15568982,Hao,726,France,Male,42.0,6,0.0,2,1,1,54724.03,0
6579,15812482,H?,575,France,Male,33.0,3,0.0,2,1,0,99843.98,0
16521,15651270,Onyemere,729,France,Male,34.0,3,0.0,2,1,1,179861.79,0
110954,15573776,Mironova,586,France,Male,28.0,6,0.0,2,1,0,62477.03,0
52178,15780021,Nnaife,714,France,Male,32.0,10,0.0,2,0,1,116495.59,0
86766,15611599,Curtis,604,France,Female,71.0,5,0.0,2,1,1,49506.82,0
155259,15649523,Ritchie,616,France,Female,36.0,6,0.0,2,1,0,113060.41,0
53330,15662976,Lettiere,662,Spain,Male,35.0,8,0.0,2,1,0,186062.36,0
31512,15779744,Palermo,724,France,Female,28.0,2,0.0,2,1,1,136902.01,0
81359,15632446,H?,705,France,Male,39.0,2,0.0,2,1,1,51548.14,0
103184,15734008,Hsieh,752,Germany,Male,55.0,10,156091.31,2,0,0,177747.03,1
11321,15667588,Cremonesi,569,France,Male,27.0,10,0.0,2,1,1,195192.4,0
123427,15603949,Lucchese,637,France,Male,24.0,10,136658.54,2,0,1,161364.57,0
25481,15620000,Chambers,760,Germany,Female,38.0,0,121303.77,2,1,1,59325.21,0
114037,15591915,Frolov,600,France,Male,39.0,2,0.0,2,0,1,73669.94,0
107713,15605918,Cattaneo,718,Germany,Male,38.0,3,69413.44,1,1,1,176570.28,0
130224,15654611,Chiu,837,Germany,Female,46.0,2,106458.31,4,0,0,128882.66,1
106770,15783026,Tsao,613,France,Male,35.0,4,0.0,2,1,1,132749.15,0
35157,15746012,Milanesi,693,Germany,Male,29.0,5,109118.05,2,1,0,161559.12,0
125203,15621267,Ejimofor,637,France,Female,32.0,6,0.0,1,0,0,148769.08,0
115181,15751137,Walker,559,France,Female,28.0,2,0.0,1,1,1,88890.75,0
133061,15772618,Hargreaves,614,Germany,Female,23.0,9,123971.51,2,0,1,141175.18,0
164052,15586029,Dyer,806,Germany,Male,38.0,2,96152.68,2,1,0,143711.02,0
98619,15792369,Y?,562,France,Female,39.0,4,0.0,2,0,1,57593.93,0
133842,15658158,Fadden,549,France,Male,38.0,1,0.0,2,0,1,52471.36,0
69461,15681509,Calzada,681,France,Male,45.0,6,0.0,2,0,1,100727.68,0
74882,15772896,Hsing,642,Germany,Female,29.0,9,160515.37,2,0,0,73977.23,0
10557,15643908,Trevisani,649,France,Male,40.0,5,0.0,2,0,1,146891.07,0
64719,15717736,Ch'in,779,France,Male,30.0,1,116120.19,2,1,1,172097.4,0
46122,15752300,Calabrese,584,France,Female,35.0,1,0.0,2,1,1,164061.97,0
86218,15671934,Pinto,653,Germany,Male,41.0,5,121151.65,1,1,0,163783.0,1
134093,15796764,Manna,724,France,Male,28.0,6,0.0,2,1,1,148780.69,0
15404,15568498,T'ien,627,Spain,Male,29.0,5,0.0,2,1,0,137919.32,0
150380,15635097,Oguejiofor,576,Spain,Female,29.0,3,0.0,2,1,1,190112.05,0
149377,15623730,Ch'iu,792,France,Male,30.0,1,0.0,1,0,0,86330.32,0
61732,15809309,Calabrese,604,France,Male,37.0,8,146033.62,1,1,0,164253.35,0
24515,15768163,Buckley,589,Germany,Male,24.0,1,135125.28,1,1,0,127587.22,1
141464,15668889,Yefremov,682,France,Male,55.0,9,0.0,1,0,1,1299.27,1
105944,15691543,Nicholls,712,Germany,Male,34.0,1,87842.98,1,1,0,92223.59,0
64201,15588550,Hsueh,577,Spain,Male,38.0,6,0.0,1,0,1,80618.28,0
150691,15589428,Nwabugwu,564,France,Female,43.0,6,123770.71,1,1,1,25222.6,0
140607,15576723,Ts'ai,683,France,Male,35.0,6,0.0,2,1,1,112781.5,0
91955,15638047,O'Brien,619,Germany,Female,40.0,7,135095.47,1,1,1,147093.84,0
64782,15732438,Pugh,547,France,Female,38.0,1,0.0,2,1,1,56984.58,0
91704,15702801,Storey,639,France,Male,29.0,4,0.0,1,1,0,84972.9,0
152724,15677764,DeRose,705,Spain,Male,39.0,1,0.0,1,1,1,15913.32,0
22296,15724269,Yao,670,France,Female,25.0,3,0.0,2,1,1,154767.34,0
46524,15587541,Shcherbakov,554,France,Male,40.0,2,0.0,1,1,0,61573.46,1
71115,15764448,Tsao,684,France,Female,24.0,3,0.0,2,0,1,169952.82,0
81712,15728605,Onwudiwe,584,France,Male,37.0,5,132876.23,1,0,1,79957.95,1
